SN,B19498300-24
OFFSET_TX_16,220,215,200,215,205,210,190,210,220,225,190,215,210,215,185,210
OFFSET_RX_16,205,205,195,210,205,205,190,210,205,215,195,210,210,225,195,205


1,1,1,-5.0,0.0,2,7,50,-5.063681933727773,0.4243490082117275

1,1,1,-5.0,5.0,0,10,51,-5.0663592895693235,7.5515592572754

1,1,1,-5.0,10.0,3,4,51,-5.0832464556635495,8.531202544576322

1,1,1,-5.0,15.0,4,1,52,-5.194959160792443,14.142675627005191

1,1,1,-5.0,20.0,4,1,53,-4.899509704380761,19.983672713898613

1,1,1,-5.0,25.0,4,1,54,-4.936082302164615,24.01076496394469

1,1,1,-5.0,30.0,4,1,55,-4.840704401619245,29.56823973668563

1,1,1,-5.0,35.0,2,4,56,-5.07808925249501,33.144857932265005

1,1,1,-5.0,40.0,3,1,57,-5.174713105396446,39.3590442495816

1,1,1,-5.0,45.0,3,1,58,-5.018134433124949,44.51534833068386

1,1,1,-5.0,50.0,3,1,59,-4.8000107303735815,48.43712282534521

1,1,1,-5.0,55.0,1,4,61,-5.075192418757397,56.056636623402625

1,1,1,-5.0,60.0,0,7,62,-4.939569196152068,60.22764670847969

1,1,1,-5.0,65.0,2,4,63,-4.94346157327616,64.96684706236275

1,1,1,-5.0,70.0,3,1,63,-5.140671000680838,65.72483719789204

1,1,1,-5.0,75.0,0,10,0,-4.946632888153279,76.61961100992092

1,1,1,-5.0,80.0,4,1,0,-5.009049540477086,79.18993112451379

1,1,1,-5.0,85.0,0,13,1,-4.589565317338427,89.49964447463957

1,1,1,-5.0,90.0,2,7,1,-5.097479192773767,90.96834385675106

1,1,1,-5.0,95.0,2,7,2,-5.089013941801406,95.92983263084727

1,1,1,-5.0,100.0,1,10,3,-4.828957758830963,100.73244566778975

1,1,1,-5.0,105.0,1,10,4,-4.9394282700758705,105.05445981881577

1,1,1,-5.0,110.0,2,7,5,-5.006684631261795,111.60246813227529

1,1,1,-5.0,115.0,1,10,6,-4.929390337865697,115.67496493993465

1,1,1,-5.0,120.0,1,10,7,-4.93361885155858,122.33351694443742

1,1,1,-5.0,125.0,2,7,7,-5.151362611209712,123.37498463025307

1,1,1,-5.0,130.0,2,7,8,-5.053806837672607,128.56350467197433

1,1,1,-5.0,135.0,2,7,9,-4.971188859590176,135.6240371331752

1,1,1,-5.0,140.0,0,10,10,-4.983319916407866,141.59951838584087

1,1,1,-5.0,145.0,4,1,10,-5.056344290134346,144.08820499435208

1,1,1,-5.0,150.0,4,1,11,-4.850534262507823,149.04755183017355

1,1,1,-5.0,155.0,3,4,12,-4.882237987756246,155.21564243829943

1,1,1,-5.0,160.0,1,7,13,-5.014037852443746,160.04090198252456

1,1,1,-5.0,165.0,0,10,14,-4.745457233900473,167.75223899477868

1,1,1,-5.0,170.0,4,1,14,-4.8612455553713785,170.1348729921922

1,1,1,-5.0,175.0,1,7,15,-5.074362070419632,176.27604985324015

1,1,1,-5.0,180.0,4,1,17,-4.987809466228159,180.23204029711297

1,1,1,-5.0,185.0,0,10,18,-4.870949894021807,185.24833256097781

1,1,1,-5.0,190.0,0,10,19,-4.740381271066837,192.31201390989747

1,1,1,-5.0,195.0,4,1,19,-4.877436176931923,194.51770548603136

1,1,1,-5.0,200.0,4,1,20,-4.875487554537077,199.03666326193022

1,1,1,-5.0,205.0,2,4,21,-5.045880371161278,204.15121180535186

1,1,1,-5.0,210.0,2,4,22,-5.09020323106105,208.15068651790497

1,1,1,-5.0,215.0,3,1,23,-5.183244921398375,214.28800289069008

1,1,1,-5.0,220.0,3,1,24,-5.063642521931381,218.34797555535962

1,1,1,-5.0,225.0,3,1,25,-4.963241763022687,223.79606953864302

1,1,1,-5.0,230.0,3,1,26,-4.841503234792229,228.85858744106758

1,1,1,-5.0,235.0,1,4,28,-5.038734563184932,236.25319668536324

1,1,1,-5.0,240.0,1,4,29,-4.995912512765348,239.9908753697095

1,1,1,-5.0,245.0,3,1,30,-4.892134590127722,245.2071733295985

1,1,1,-5.0,250.0,3,1,31,-5.07992888620405,249.44569869830366

1,1,1,-5.0,255.0,3,1,31,-5.07992888620405,249.44569869830366

1,1,1,-5.0,260.0,0,10,32,-4.931737800760843,260.6978915381823

1,1,1,-5.0,265.0,4,1,32,-5.108632205783251,262.9522859043888

1,1,1,-5.0,270.0,1,10,33,-4.871054561151907,272.68047434225707

1,1,1,-5.0,275.0,2,7,33,-5.114653920174881,273.36895358970816

1,1,1,-5.0,280.0,3,4,34,-5.224084706881612,278.62274130600053

1,1,1,-5.0,285.0,1,10,36,-4.905002101297447,286.23535567698707

1,1,1,-5.0,290.0,0,10,37,-5.122483550312963,291.7273694818594

1,1,1,-5.0,295.0,1,10,38,-4.85625383820508,295.94885311261174

1,1,1,-5.0,300.0,1,10,39,-4.929581461946972,301.9278518468124

1,1,1,-5.0,305.0,1,10,40,-4.824726243998668,306.55631729096007

1,1,1,-5.0,310.0,3,4,40,-5.244912856316449,308.119750601942

1,1,1,-5.0,315.0,2,7,41,-5.040305693433487,313.7128756246951

1,1,1,-5.0,320.0,0,10,42,-5.063158193521383,319.45296357963974

1,1,1,-5.0,325.0,3,4,43,-4.932866009543158,325.296666825174

1,1,1,-5.0,330.0,0,10,44,-5.023941987649129,330.3615856905659

1,1,1,-5.0,335.0,0,10,45,-4.933276289655159,335.3151998492752

1,1,1,-5.0,340.0,4,1,45,-5.0717122110793085,337.4957527594738

1,1,1,-5.0,345.0,3,4,46,-5.042611175516879,344.7256072927641

1,1,1,-5.0,350.0,0,10,47,-5.08967731318231,351.0292866789832

1,1,1,-5.0,355.0,3,4,48,-5.1484028340566415,354.2156827965328

1,1,1,-4.5,0.0,3,7,50,-4.557292077946543,0.04576915398141528

1,1,1,-4.5,5.0,0,13,51,-4.36030172695287,6.529585567988868

1,1,1,-4.5,10.0,5,1,51,-4.465074327797488,9.478813840675494

1,1,1,-4.5,15.0,5,1,52,-4.4580923910650005,14.001680581362704

1,1,1,-4.5,20.0,2,7,53,-4.642049563718912,18.439892767286526

1,1,1,-4.5,25.0,4,4,54,-4.235250791009384,23.04485020905972

1,1,1,-4.5,30.0,0,10,56,-4.5328022762191615,31.6496113918193

1,1,1,-4.5,35.0,4,1,56,-4.6811986690726775,33.821730605776736

1,1,1,-4.5,40.0,4,1,57,-4.596762957708979,39.34129852370087

1,1,1,-4.5,45.0,4,1,58,-4.408206823158642,44.549028480335835

1,1,1,-4.5,50.0,1,7,60,-4.467108504585423,51.42214937178389

1,1,1,-4.5,55.0,1,7,61,-4.386776786619033,55.04057198652167

1,1,1,-4.5,60.0,1,7,62,-4.532837062980585,59.85738541535901

1,1,1,-4.5,65.0,3,4,63,-4.415920582775942,64.7442588628636

1,1,1,-4.5,70.0,4,1,63,-4.531810495126666,65.73288008313567

1,1,1,-4.5,75.0,1,10,0,-4.507275533417289,76.89008256393143

1,1,1,-4.5,80.0,4,4,0,-4.304381608429651,78.0702393897132

1,1,1,-4.5,85.0,0,13,1,-4.589565317338427,89.49964447463957

1,1,1,-4.5,90.0,0,13,1,-4.589565317338427,89.49964447463957

1,1,1,-4.5,95.0,3,7,2,-4.553289590125446,95.5220623754242

1,1,1,-4.5,100.0,0,13,3,-4.506275151064376,99.98710355054416

1,1,1,-4.5,105.0,2,10,4,-4.477805343275552,104.80703878999172

1,1,1,-4.5,110.0,0,13,5,-4.461187804028752,110.10775755895942

1,1,1,-4.5,115.0,2,10,6,-4.425028119880107,115.59010526864972

1,1,1,-4.5,120.0,0,13,7,-4.634319303901651,121.4800082978047

1,1,1,-4.5,125.0,5,1,7,-4.63709202375794,124.95804199367828

1,1,1,-4.5,130.0,5,1,8,-4.515222476965479,130.3470061256376

1,1,1,-4.5,135.0,3,7,9,-4.4382402215062475,135.33203060742972

1,1,1,-4.5,140.0,1,10,10,-4.577723265712314,141.482453647408

1,1,1,-4.5,145.0,5,1,10,-4.3011409769608235,144.34220607357773

1,1,1,-4.5,150.0,3,4,11,-4.778953280096634,148.05254999294453

1,1,1,-4.5,155.0,2,7,12,-4.680314517456349,154.38588474788165

1,1,1,-4.5,160.0,2,7,13,-4.5894770493387345,159.9079104333428

1,1,1,-4.5,165.0,1,10,14,-4.367998752425037,167.63182595171833

1,1,1,-4.5,170.0,2,7,14,-4.579455217933774,168.31354979381547

1,1,1,-4.5,175.0,1,10,15,-4.376701509279808,175.33239358448594

1,1,1,-4.5,180.0,5,1,17,-4.222747578764341,180.42984654164766

1,1,1,-4.5,185.0,1,10,18,-4.453733305978227,184.87056137419634

1,1,1,-4.5,190.0,1,10,19,-4.3509247236034785,191.9699959143387

1,1,1,-4.5,195.0,1,10,20,-4.351393396026511,196.59126884309467

1,1,1,-4.5,200.0,3,4,20,-4.796374390208077,198.2480509940899

1,1,1,-4.5,205.0,4,1,21,-4.601320853997702,204.90455255300407

1,1,1,-4.5,210.0,4,1,22,-4.679690655737694,208.96322780814575

1,1,1,-4.5,215.0,4,1,23,-4.6103295787693535,214.2686435674223

1,1,1,-4.5,220.0,4,1,24,-4.464632739219691,218.5305790035911

1,1,1,-4.5,225.0,4,1,25,-4.409413906069803,223.75154665039543

1,1,1,-4.5,230.0,0,7,27,-4.622677806286539,231.1493465324802

1,1,1,-4.5,235.0,1,7,28,-4.346914094915923,235.4732407849698

1,1,1,-4.5,240.0,2,4,29,-4.558110600490382,239.9052663101263

1,1,1,-4.5,245.0,4,1,30,-4.334690373651798,245.2282368843836

1,1,1,-4.5,250.0,4,1,31,-4.501227662804504,249.5894614953904

1,1,1,-4.5,255.0,0,13,32,-4.236693014909079,259.86003806103207

1,1,1,-4.5,260.0,1,10,32,-4.584523932754393,260.4088502147046

1,1,1,-4.5,265.0,5,1,32,-4.331175698170545,263.1512324094769

