SN,D20466000-28
OFFSET_TX,0,0,0,0
OFFSET_RX,0,0,0,0
FCENTER,28
DR,-3.0,12.0,0.0,15.0
COMDR,TX,Board,1,TBL,0.0,7.0
ELEDR,TX,Board,1,Range,8.0
COMDR,RX,Board,1,TBL,-3.0,5.0
ELEDR,RX,Board,1,Range,7.0
TEMPADC,1000
COMSGAINM,TX,Board,1,Channel,1,TBL,16.85596501935379,15.702516441397666,14.502872893910713,13.575560557958068,12.109051476828192,11.75326771797295,10.712469658954634,9.986169023818091,8.86487243519302,7.698968281154182,6.49281077167821,5.576974338376425,4.083575177880595,4.134405439366453,4.1114846064670125,4.102726285559378
ELESGAINM,TX,Board,1,Channel,1,TBL,16.85596501935379,16.34347058477251,15.816851039701197,15.225164902054718,14.634381477060725,14.138448656079623,13.584169180558208,13.233041634098024,12.85057855502403,12.339046139866802,11.770133009059958,11.139511773897992,10.493503241342065,9.912519463523875,9.295483827659924,8.82908140029257
PSPHASE,TX,Board,1,Channel,1,TBL,176.59196299158242,-177.27186873266123,-171.73568588552166,-166.1480921468011,-162.0522433946588,-156.3336263710653,-150.7511223443128,-145.3745846862288,-140.87709462865598,-135.3768052751846,-129.06226474909954,-123.5223719174805,-119.81731559472978,-114.28724289857387,-107.80655221982369,-101.94092502664097,-101.85803322840533,-96.32056142926304,-90.42166934985336,-84.50550108004599,-81.99851125425714,-76.2956209326292,-70.01332874929307,-63.771851688885135,-59.76818566836286,-53.694045458369864,-46.81633573599614,-40.52694852349568,-38.4082130842666,-32.212513025319005,-25.059520227750003,-19.021571728366187,-12.684946936469672,-5.9587330140029,-1.3351231681697726,4.7194423478238745,9.458743025661251,15.649319252809535,20.895369228129226,26.72668243529734,31.2798343732365,37.242455086809265,43.629707671194836,49.49007900076764,54.3976722026309,60.31531665977479,67.21981466332942,73.1983873693183,77.59963308207884,83.58839526193651,89.36713933945752,95.81751272522197,99.6903397892847,106.00645062116897,111.61549941320881,118.32805956087225,122.77659853171797,129.37589329042467,135.2552680114492,141.97179727085793,144.85716911823647,151.5836919439016,157.2980156026764,163.5767950983703
COMSGAINM,RX,Board,1,Channel,1,TBL,14.38789008649229,13.398308466986805,12.692048272317892,11.675177670503958,10.577334028209373,9.569123859082836,8.818534615577942,7.748972532314862,6.474069216743155,5.328028313271399,4.396838446176666,3.0154915152478443,2.666811788474523,1.6490385500289246,0.9196549345377532,-0.12474677825217849
ELESGAINM,RX,Board,1,Channel,1,TBL,14.38789008649229,13.865727079682497,13.530952380660185,13.217367293588893,12.627341511494619,12.070622685796401,11.453507878127953,10.878378707682955,10.204370149978867,9.616987371294247,9.187158365515383,8.759783559784019,7.965843559039599,7.255255016170069,7.734272118441049,7.1287231560294035
PSPHASE,RX,Board,1,Channel,1,TBL,-104.28790215761721,-98.71883880417614,-96.7845621015459,-91.29361209191605,-82.45018183481925,-76.64665413032077,-74.66674188033954,-68.99350256931051,-59.86107973343203,-53.784228020161095,-51.93797782210595,-45.781736937203654,-37.86315609688114,-31.68890514131297,-29.84432270813481,-23.505273092780374,-17.49390992614467,-11.526756754654134,-9.541905388197023,-3.4344102097649816,4.489340696129777,10.13820569505354,12.381202847468925,18.234900818445492,27.81380334756694,33.26200769141697,35.90172212613577,41.218589441927975,49.85034360521258,55.11346223859797,57.75729689339855,63.04359140145711,74.59978027583354,80.36462236514116,81.88043735099029,87.26216192014027,96.69362695200213,102.26641023460016,103.76286762235488,109.2277924879442,117.79430094266998,123.55453628458119,125.35637315289384,131.07911250263692,139.3463276617102,145.05354091211453,146.83236531754616,152.6064708973371,161.1158732188951,166.6586542011517,168.05548369050777,173.91872875408723,-178.53852113892225,-173.06711476772142,-171.47531844735403,-165.94873697061527,-157.69660578505793,-152.45809131861319,-150.4905333480562,-145.22065404281057,-137.19958429798703,-131.98151205258333,-129.63386204634142,-124.6852062847498
COMSGAINM,TX,Board,1,Channel,2,TBL,19.037419711341236,17.861002667880683,16.636635702894633,15.708815300814926,14.245565140010466,13.875544050900398,12.863616627538551,12.135906363399258,10.991874709032244,9.869113515576792,8.663185527891667,7.75087237365236,6.282889885635161,6.274519076665111,6.290691891260608,6.272516342596754
ELESGAINM,TX,Board,1,Channel,2,TBL,19.037419711341236,18.546303115882584,17.957511285231572,17.34925727681529,16.772015095766623,16.29470826567514,15.714367615064814,15.32907349183525,14.945008299930615,14.459975579636733,13.843308155467145,13.241445371439816,12.649116022559255,12.127175074460613,11.47650373738114,10.981009355858104
PSPHASE,TX,Board,1,Channel,2,TBL,-171.7989171414398,-165.61786950620544,-159.95259928525644,-154.2804644485673,-150.31260719192156,-144.46470989440257,-138.7651395547389,-133.37952787367342,-129.31061764413676,-123.6737564188687,-117.31112200621963,-111.66966068125856,-108.11928505824191,-102.61620340040663,-96.06361224976746,-90.22236111010743,-90.17384643272435,-84.72063145894474,-78.76508898261089,-72.76349194364498,-70.5003801961388,-64.68317481186118,-58.45746945905186,-52.237645986175124,-48.42823235226758,-42.3379690628289,-35.369129038910216,-29.001620345260218,-27.248391800216435,-21.009178363569543,-13.64264037258697,-7.675816274720692,-1.376820482143396,5.2289976973871095,10.06951908736924,16.192289321961688,20.652763169988827,26.81245215940657,32.347032134819834,38.09249082649269,42.49938095566464,48.48664167408976,55.09697828931219,61.00933260168035,65.68282092142996,71.53061891810654,78.66003840537103,84.75553879816833,88.41124787594059,94.45925082799269,100.35008185757741,106.90802751719868,110.41303287521933,116.90182342003973,122.55608586774717,129.54869249841502,133.62039594107998,140.38768487387733,146.5537369309624,153.33563633141162,155.946566747647,162.77964629776804,168.79982090886716,175.1848534857585
COMSGAINM,RX,Board,1,Channel,2,TBL,14.314075508970026,13.302313845066116,12.562568785985784,11.562434562195232,10.47810524711182,9.469185103174976,8.712130859171639,7.661836252020987,6.379213763106679,5.2555881825914605,4.302599371487201,2.9485297937970683,2.5585686811819834,1.5710072288453014,0.82243065801594,-0.20737780209404116
